fiss,k,leap,score,dates
90,80,15,0.3933,2
100,10,0,0.0,0
100,10,5,0.0,0
100,10,10,0.0,0
100,10,15,0.0,0
100,20,0,0.191,1
100,20,5,0.1851,1
100,20,10,0.181,1
100,20,15,0.1659,1
100,30,0,0.0368,1
100,30,5,0.0012,1
100,30,10,0.0002,1
100,30,15,0.0,0
100,40,0,0.0,0
100,40,5,0.0,0
100,40,10,0.0,0
100,40,15,0.1973,1
100,50,0,0.0,0
100,50,5,0.0,0
100,50,10,0.1126,1
100,50,15,0.1819,1
100,60,0,0.0442,1
100,60,5,0.1783,1
100,60,10,0.0091,1
100,60,15,0.2234,2
100,70,0,0.0434,1
100,70,5,0.0448,1
100,70,10,0.0689,2
100,70,15,0.3402,2
100,80,0,0.1988,1
100,80,5,0.096,1
100,80,10,0.0841,2
100,80,15,0.3489,2
100,90,0,0.1927,1
100,90,5,0.0006,1
100,90,10,0.0889,2
100,90,15,0.3854,2
110,10,0,0.0,0
110,10,5,0.0,0
110,10,10,0.0,0
110,10,15,0.0,0
110,20,0,0.1987,1
110,20,5,0.1963,1
110,20,10,0.1819,1
110,20,15,0.0974,1
110,30,0,0.0,0
110,30,5,0.0026,1
110,30,10,0.0,0
110,30,15,0.0,0
110,40,0,0.0,0
110,40,5,0.0,0
110,40,10,0.0014,1
110,40,15,0.1794,1
110,50,0,0.0,0
110,50,5,0.0,0
110,50,10,0.1325,1
110,50,15,0.0883,1
110,60,0,0.0426,1
110,60,5,0.1988,1
110,60,10,0.0164,1
110,60,15,0.2703,2
110,70,0,0.0459,1
110,70,5,0.0352,1
110,70,10,0.062,2
110,70,15,0.3367,2
110,80,0,0.1963,1
110,80,5,0.1107,1
110,80,10,0.0873,2
110,80,15,0.3912,2
110,90,0,0.1968,1
110,90,5,0.0,0
110,90,10,0.1731,2
110,90,15,0.3948,2
110,100,0,0.1243,1
110,100,5,0.0004,1
110,100,10,0.2455,2
110,100,15,0.3659,3
120,10,0,0.0,0
120,10,5,0.0,0
120,10,10,0.0,0
120,10,15,0.0,0
120,20,0,0.0856,1
120,20,5,0.0856,1
120,20,10,0.0337,1
120,20,15,0.1624,1
120,30,0,0.0,0
120,30,5,0.0,0
120,30,10,0.0,0
120,30,15,0.0,0
120,40,0,0.0,0
120,40,5,0.0,0
120,40,10,0.0,0
120,40,15,0.0037,1
120,50,0,0.0,0
120,50,5,0.0,0
120,50,10,0.189,1
120,50,15,0.1014,1
120,60,0,0.0,0
120,60,5,0.0,0
120,60,10,0.1963,1
120,60,15,0.0979,1
120,70,0,0.0702,1
120,70,5,0.1933,1
120,70,10,0.0802,2
120,70,15,0.3738,2
120,80,0,0.1985,1
120,80,5,0.1053,1
120,80,10,0.0779,2
120,80,15,0.3812,2
120,90,0,0.1962,1
120,90,5,0.0127,1
120,90,10,0.1411,2
120,90,15,0.395,2
120,100,0,0.0352,1
120,100,5,0.0,0
120,100,10,0.2604,2
120,100,15,0.355,2
130,10,0,0.0,0
130,10,5,0.0,0
130,10,10,0.0,0
130,10,15,0.0,0
130,20,0,0.1032,1
130,20,5,0.0836,1
130,20,10,0.1803,1
130,20,15,0.1777,1
130,30,0,0.0271,1
130,30,5,0.0348,1
130,30,10,0.0005,1
130,30,15,0.0001,1
130,40,0,0.0006,1
130,40,5,0.0005,1
130,40,10,0.0,0
130,40,15,0.0088,1
130,50,0,0.0,0
130,50,5,0.0,0
130,50,10,0.0821,1
130,50,15,0.0349,1
130,60,0,0.0,0
130,60,5,0.0,0
130,60,10,0.1978,1
130,60,15,0.096,1
130,70,0,0.0014,1
130,70,5,0.1999,1
130,70,10,0.0239,1
130,70,15,0.2574,2
130,80,0,0.1165,1
130,80,5,0.1946,1
130,80,10,0.0164,1
130,80,15,0.2825,2
130,90,0,0.2,1
130,90,5,0.096,1
130,90,10,0.0644,2
130,90,15,0.3877,2
130,100,0,0.1953,1
130,100,5,0.0076,1
130,100,10,0.094,2
130,100,15,0.3977,2
140,10,0,0.0,0
140,10,5,0.0,0
140,10,10,0.0,0
140,10,15,0.0,0
140,20,0,0.0,0
140,20,5,0.0,0
140,20,10,0.0,0
140,20,15,0.0,0
140,30,0,0.0116,1
140,30,5,0.0622,1
140,30,10,0.0017,1
140,30,15,0.0,0
140,40,0,0.0023,1
140,40,5,0.0019,1
140,40,10,0.0,0
140,40,15,0.0,0
140,50,0,0.0,0
140,50,5,0.0,0
140,50,10,0.01,1
140,50,15,0.2,1
140,60,0,0.0,0
140,60,5,0.0,0
140,60,10,0.1205,1
140,60,15,0.178,1
140,70,0,0.0,0
140,70,5,0.0,0
140,70,10,0.0929,1
140,70,15,0.0448,1
140,80,0,0.0081,1
140,80,5,0.2,1
140,80,10,0.0273,1
140,80,15,0.252,2
140,90,0,0.1126,1
140,90,5,0.1921,1
140,90,10,0.0513,2
140,90,15,0.288,2
140,100,0,0.1994,1
140,100,5,0.0996,1
140,100,10,0.0721,2
140,100,15,0.3877,2
150,10,0,0.0,0
150,10,5,0.0,0
150,10,10,0.0,0
150,10,15,0.0,0
150,20,0,0.0,0
150,20,5,0.0,0
150,20,10,0.0,0
150,20,15,0.0,0
150,30,0,0.117,1
150,30,5,0.1624,1
150,30,10,0.1337,1
150,30,15,0.174,1
150,40,0,0.0008,1
150,40,5,0.0015,1
150,40,10,0.0,0
150,40,15,0.0,0
150,50,0,0.0,0
150,50,5,0.0002,1
150,50,10,0.0,0
150,50,15,0.0,0
150,60,0,0.0,0
150,60,5,0.0,0
150,60,10,0.0859,1
150,60,15,0.1841,1
150,70,0,0.0,0
150,70,5,0.0,0
150,70,10,0.0732,1
150,70,15,0.1941,1
150,80,0,0.0001,1
150,80,5,0.0544,1
150,80,10,0.0054,1
150,80,15,0.2472,2
150,90,0,0.0896,1
150,90,5,0.1897,1
150,90,10,0.0107,1
150,90,15,0.2613,2
150,100,0,0.0459,1
150,100,5,0.0349,1
150,100,10,0.0984,2
150,100,15,0.3478,2

Cult: tupi | Start: 2400 | Site: bvista | Veg: -1.0
